year,carrier,carrier_name,airport,airport_name,security_delay,top_five
2013,EV,ExpressJet Airlines Inc.,SBN,"South Bend, IN: South Bend International",7,FALSE
2013,9E,Pinnacle Airlines Inc.,SBN,"South Bend, IN: South Bend International",5,FALSE
2013,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",184,FALSE
2013,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",26,FALSE
2013,US,US Airways Inc.,GEG,"Spokane, WA: Spokane International",179,FALSE
2013,EV,ExpressJet Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",19,FALSE
2013,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Regional",18,FALSE
2013,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",17,FALSE
2013,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",201,FALSE
2013,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",38,FALSE
2013,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",28,FALSE
2013,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",1032,FALSE
2013,US,US Airways Inc.,STL,"St. Louis, MO: St Louis Lambert International",81,FALSE
2013,EV,ExpressJet Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",77,FALSE
2013,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",86,FALSE
2013,YV,Mesa Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",46,FALSE
2013,US,US Airways Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",8,FALSE
2013,EV,ExpressJet Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",42,FALSE
2013,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",12,FALSE
2013,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",302,FALSE
2013,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",405,FALSE
2013,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",829,FALSE
2013,US,US Airways Inc.,TPA,"Tampa, FL: Tampa International",208,FALSE
2013,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",32,FALSE
2013,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",45,FALSE
2013,9E,Pinnacle Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",12,FALSE
2013,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",90,FALSE
2013,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",113,FALSE
2013,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",118,FALSE
2013,EV,ExpressJet Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",3,FALSE
2013,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",34,FALSE
2013,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",182,FALSE
2013,EV,ExpressJet Airlines Inc.,VLD,"Valdosta, GA: Valdosta Regional",2,FALSE
2013,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",44,FALSE
2013,EV,ExpressJet Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",78,FALSE
2013,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",338,FALSE
2013,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",48,FALSE
2013,MQ,American Eagle Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",15,FALSE
2013,EV,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",76,FALSE
2013,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",257,FALSE
2013,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",8,FALSE
2013,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",340,FALSE
2013,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",22,FALSE
2013,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",6,FALSE
2013,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",132,FALSE
2013,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",16,FALSE
2013,EV,ExpressJet Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",50,FALSE
2013,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",68,FALSE
2013,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",223,FALSE
2013,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",24,FALSE
2013,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",11,FALSE
2013,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",239,FALSE
2013,VX,Virgin America,IAD,"Washington, DC: Washington Dulles International",379,FALSE
2013,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",467,FALSE
2013,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",58,FALSE
2013,US,US Airways Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",120,FALSE
2013,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",12,FALSE
2013,EV,ExpressJet Airlines Inc.,HPN,"White Plains, NY: Westchester County",45,FALSE
2013,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",98,FALSE
2013,EV,ExpressJet Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",90,FALSE
2013,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",35,FALSE
2013,EV,ExpressJet Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",7,FALSE
2013,YV,Mesa Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",279,FALSE
2013,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",98,FALSE
2013,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",19,FALSE
2014,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",219,FALSE
2014,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",31,FALSE
2014,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",65,FALSE
2014,WN,Southwest Airlines Co.,CAK,"Akron, OH: Akron-Canton Regional",20,FALSE
2014,EV,ExpressJet Airlines Inc.,ALB,"Albany, NY: Albany International",17,FALSE
2014,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",64,FALSE
2014,US,US Airways Inc.,ALB,"Albany, NY: Albany International",31,FALSE
2014,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",63,FALSE
2014,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",54,FALSE
2014,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",12,FALSE
2014,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",188,FALSE
2014,US,US Airways Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",7,FALSE
2014,MQ,Envoy Air,AEX,"Alexandria, LA: Alexandria International",29,FALSE
2014,MQ,Envoy Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",153,FALSE
2014,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1182,FALSE
2014,US,US Airways Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",61,FALSE
2014,EV,ExpressJet Airlines Inc.,ATW,"Appleton, WI: Appleton International",20,FALSE
2014,OO,SkyWest Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",3,FALSE
2014,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",10,FALSE
2014,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",33,TRUE
2014,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",496,TRUE
2014,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",922,TRUE
2014,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21,TRUE
2014,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",84,TRUE
2014,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",222,TRUE
2014,EV,ExpressJet Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",41,FALSE
2014,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",128,FALSE
2014,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",97,FALSE
2014,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",189,FALSE
2014,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",255,FALSE
2014,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",36,FALSE
2014,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",8,FALSE
2014,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",33,FALSE
2014,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",17,FALSE
2014,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",29,FALSE
2014,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",722,FALSE
2014,US,US Airways Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",386,FALSE
2014,EV,ExpressJet Airlines Inc.,BGR,"Bangor, ME: Bangor International",104,FALSE
2014,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",131,FALSE
2014,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",66,FALSE
2014,MQ,Envoy Air,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",24,FALSE
2014,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",131,FALSE
2014,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",84,FALSE
2014,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",16,FALSE
2014,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",24,FALSE
2014,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",21,FALSE
2014,EV,ExpressJet Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",39,FALSE
2014,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",59,FALSE
2014,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",6,FALSE
2014,US,US Airways Inc.,BOI,"Boise, ID: Boise Air Terminal",56,FALSE
2014,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",180,FALSE
2014,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",283,FALSE
2014,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1057,FALSE
2014,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",45,FALSE
2014,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",45,FALSE
2014,US,US Airways Inc.,BOS,"Boston, MA: Logan International",401,FALSE
2014,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",29,FALSE
2014,VX,Virgin America,BOS,"Boston, MA: Logan International",64,FALSE
2014,EV,ExpressJet Airlines Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",13,FALSE
2014,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",201,FALSE
2014,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",31,FALSE
2014,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",101,FALSE
2014,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",48,FALSE
2014,US,US Airways Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",11,FALSE
2014,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",18,FALSE
2014,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",123,FALSE
2014,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",133,FALSE
2014,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",101,FALSE
2014,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",33,FALSE
2014,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",30,FALSE
2014,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",12,FALSE
2014,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",143,FALSE
2014,US,US Airways Inc.,STT,"Charlotte Amalie, VI: Cyril E King",113,FALSE
2014,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",23,FALSE
2014,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",264,FALSE
2014,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",1396,FALSE
2014,EV,ExpressJet Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",25,FALSE
2014,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",17,FALSE
2014,EV,ExpressJet Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",88,FALSE
2014,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",1089,FALSE
2014,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",84,TRUE
2014,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",150,TRUE
2014,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",29,TRUE
2014,MQ,Envoy Air,ORD,"Chicago, IL: Chicago OHare International",687,TRUE
2014,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",62,TRUE
2014,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago OHare International",32,TRUE
2014,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",357,TRUE
2014,US,US Airways Inc.,ORD,"Chicago, IL: Chicago OHare International",451,TRUE
2014,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago OHare International",11,TRUE
2014,VX,Virgin America,ORD,"Chicago, IL: Chicago OHare International",43,TRUE
2014,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",24,FALSE
2014,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",25,FALSE
2014,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",13,FALSE
2014,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",38,FALSE
2014,EV,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",7,FALSE
2014,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",88,FALSE
2014,US,US Airways Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",33,FALSE
2014,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",35,FALSE
2014,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",16,FALSE
2014,MQ,American Eagle Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",20,FALSE
2014,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",68,FALSE
2014,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",59,FALSE
2014,EV,ExpressJet Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",27,FALSE
2014,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",374,FALSE
2014,US,US Airways Inc.,CMH,"Columbus, OH: John Glenn Columbus International",95,FALSE
2014,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",35,FALSE
2014,EV,ExpressJet Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",2,FALSE
2014,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",417,FALSE
2014,VX,Virgin America,DAL,"Dallas, TX: Dallas Love Field",37,FALSE
2014,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6,TRUE
2014,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",771,TRUE
2014,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",53,TRUE
2014,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",864,TRUE
2014,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",318,TRUE
2014,US,US Airways Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",282,TRUE
2014,VX,Virgin America,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14,TRUE
2014,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",6,FALSE
2014,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",88,FALSE
2014,WN,Southwest Airlines Co.,DAY,"Dayton, OH: James M Cox/Dayton International",27,FALSE
2014,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",61,FALSE
2014,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",7,FALSE
2014,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",20,FALSE
2014,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",25,FALSE
2014,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",95,FALSE
2014,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",347,FALSE
2014,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",978,FALSE
2014,US,US Airways Inc.,DEN,"Denver, CO: Denver International",221,FALSE
2014,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",37,FALSE
2014,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",13,FALSE
2014,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",17,FALSE
2014,US,US Airways Inc.,DSM,"Des Moines, IA: Des Moines International",11,FALSE
2014,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",160,FALSE
2014,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",211,FALSE
2014,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",83,FALSE
2014,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",30,FALSE
2014,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",77,FALSE
2014,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",64,FALSE
2014,US,US Airways Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",106,FALSE
2014,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",10,FALSE
2014,MQ,Envoy Air,DRO,"Durango, CO: Durango La Plata County",122,FALSE
2014,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",94,FALSE
2014,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",74,FALSE
2014,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",126,FALSE
2014,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",94,FALSE
2014,EV,ExpressJet Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",198,FALSE
2014,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",92,FALSE
2014,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",40,FALSE
2014,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",45,FALSE
2014,EV,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",3,FALSE
2014,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",20,FALSE
2014,EV,ExpressJet Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",13,FALSE
2014,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",186,FALSE
2014,WN,Southwest Airlines Co.,FNT,"Flint, MI: Bishop International",10,FALSE
2014,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",137,FALSE
2014,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",32,FALSE
2014,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",45,FALSE
2014,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",820,FALSE
2014,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",260,FALSE
2014,US,US Airways Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",261,FALSE
2014,VX,Virgin America,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",73,FALSE
2014,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",22,FALSE
2014,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",164,FALSE
2014,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",27,FALSE
2014,US,US Airways Inc.,RSW,"Fort Myers, FL: Southwest Florida International",142,FALSE
2014,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",101,FALSE
2014,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",8,FALSE
2014,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",5,FALSE
2014,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",167,FALSE
2014,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",95,FALSE
2014,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",33,FALSE
2014,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",21,FALSE
2014,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",13,FALSE
2014,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",37,FALSE
2014,EV,ExpressJet Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",50,FALSE
2014,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",9,FALSE
2014,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",16,FALSE
2014,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",67,FALSE
2014,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",263,FALSE
2014,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",48,FALSE
2014,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",29,FALSE
2014,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",1,FALSE
2014,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",46,FALSE
2014,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",197,FALSE
2014,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",143,FALSE
2014,US,US Airways Inc.,BDL,"Hartford, CT: Bradley International",14,FALSE
2014,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",170,FALSE
2014,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",110,FALSE
2014,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",127,FALSE
2014,US,US Airways Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",75,FALSE
2014,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5,FALSE
2014,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6,FALSE
2014,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",26,FALSE
2014,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",69,FALSE
2014,US,US Airways Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",64,FALSE
2014,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",43,FALSE
2014,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",78,FALSE
2014,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",598,FALSE
2014,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",51,FALSE
2014,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",32,FALSE
2014,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",121,FALSE
2014,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",12,FALSE
2014,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",16,FALSE
2014,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",100,FALSE
2014,US,US Airways Inc.,IND,"Indianapolis, IN: Indianapolis International",90,FALSE
2014,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",21,FALSE
2014,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",199,FALSE
2014,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",83,FALSE
2014,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",14,FALSE
2014,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",18,FALSE
2014,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",39,FALSE
2014,US,US Airways Inc.,JAX,"Jacksonville, FL: Jacksonville International",117,FALSE
2014,EV,ExpressJet Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",34,FALSE
2014,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",10,FALSE
2014,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",350,FALSE
2014,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",15,FALSE
2014,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",58,FALSE
2014,HA,Hawaiian Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",14,FALSE
2014,US,US Airways Inc.,OGG,"Kahului, HI: Kahului Airport",30,FALSE
2014,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",14,FALSE
2014,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",32,FALSE
